title,abstract,biomimicry
The echinoderm collagen fibril: a hero in the connective tissue research of the 1990s,"Collagen fibrils are some of the most‐abundant and important extracellular structures in our bodies, yet we are unsure of their shape and size. This is largely due to an inherent difficulty in isolating them from their surrounding tissues. Echinoderms have collagenous tissues that are similar to ours in many ways, yet they can be manipulated to easily relinquish their collagen fibrils, providing an excellent opportunity to study native fibrillar structure. In the early 1990s, they were found to defy the commonly accepted fibrillar model of the time in that they were much shorter, they were shaped like double‐ended spindles, and their centers exhibited a reversal in molecular polarity. Realization of these features helped to reform the questions that were being asked about vertebrate fibrils, shifting the focus toward shape and size. Since then, researchers working with both groups (echinoderms and vertebrates) have worked together to find the structure of native fibrils. This information will be fundamental in understanding what holds collagenous tissues together at the fibrillar level, and could have important implications for people with Ehlers‐Danlos syndrome. BioEssays 29:645–653, 2007. © 2007 Wiley Periodicals, Inc.",TRUE
The effect of individual variation on the structure and function of interaction networks in harvester ants,"Social insects exhibit coordinated behaviour without central control. Local interactions among individuals determine their behaviour and regulate the activity of the colony. Harvester ants are recruited for outside work, using networks of brief antennal contacts, in the nest chamber closest to the nest exit: the entrance chamber. Here, we combine empirical observations, image analysis and computer simulations to investigate the structure and function of the interaction network in the entrance chamber. Ant interactions were distributed heterogeneously in the chamber, with an interaction hot-spot at the entrance leading further into the nest. The distribution of the total interactions per ant followed a right-skewed distribution, indicating the presence of highly connected individuals. Numbers of ant encounters observed positively correlated with the duration of observation. Individuals varied in interaction frequency, even after accounting for the duration of observation. An ant's interaction frequency was explained by its path shape and location within the entrance chamber. Computer simulations demonstrate that variation among individuals in connectivity accelerates information flow to an extent equivalent to an increase in the total number of interactions. Individual variation in connectivity, arising from variation among ants in location and spatial behaviour, creates interaction centres, which may expedite information flow.",TRUE
The effect of molluscan glue proteins on gel mechanics,"SUMMARY Several molluscs have been shown to alternate between a non-adhesive trail mucus and a similar gel that forms a strong glue. The major structural difference between the two secretions is the presence of specific proteins in the adhesive mucus. The present study identifies similar proteins from the glue of the slug Arion subfuscus and the land snail Helix aspersa. To investigate the role played by these proteins in adhesion, the proteins were isolated from the adhesive mucus of different molluscs and added to commercial polymer solutions. The effect was observed qualitatively, and quantified using a dynamic rheometer. The isolated proteins triggered gelling or visible stiffening of agar, pectin and polygalacturonic acid. The effect was stronger on more negatively charged polymers. The effect of the proteins was concentration dependent with an optimal concentration of 1–1.5 mg ml–1, and was weakened when their structure changed. Other proteins and carbohydrates found in the adhesive mucus had no clear mechanical effect on gels. These findings show that the addition of these proteins to large, anionic polymers plays a central role in the formation of a glue from a mucus-like secretion. Such a mechanism may be common among invertebrates, and it may guide biomimetic approaches in the development of glues and gels.",TRUE
The energetics of the jump of the locust Schistocerca gregaria,"The anatomy of the metathoracic leg is redescribed with particular reference to storage of energy in cuticular elements and the way in which the stored energy is used in jumping. The jump of adult male locusts requires an energy of 9 mJ and that of the female requires 11 mJ. The semilunar processes of each metafemur store 4 mJ at a stress of 15 N, and the extensor tibiae apodeme stores a further 3 mJ at the same stress. The total stored energy in both metathoracic legs is 14 mJ. The extensor tibiae muscle produces a maximum isometric force of over 15 N at 30 degrees C and, when loaded with the extensor apodeme and semilunar processes, attains this force in 0.3 sec with a strain of 0.8 mm. The peak power output is 36 mW or 0.45 W.g-1. The peak isometric force is attained when the tibia is fully flexed and the force falls as the tibia extends. The extensor tibiae muscle A band is 5.5 mum long and the peak force is over 0.75 N.m-2. The peak velocity of shortening is 7 mm.sec-1 or about 1.75 lengths/sec at 30 degrees C. The tensile strength of the extensor apodeme is 0.6 kN.mm-2 and Young's modulus is 19 kN.mm-2. The safety factor does not exceed 1.2 and the safety factor of the semilunar processes and tibial cuticle is little higher. The jump impulse lasts 25-30 msec. A velocity of 3.2 m.sec-1 is reached after a peak acceleration of 180 m.sec-2. The peak power output is 0.75 W at close to maximum velocity. Energy losses in rotating the femur and tibia are small and it is shown that the leg is able to extend at 7 times the normal rate with losses of about 20%. Most of the stored energy is converted to kinetic energy as the animal jumps. A model is based on the relaxation of a spring that has the properties of the elastic elements of the locust leg into a lever with the same kinematics as the locust leg produces a force-distance curve similar to that measured for locust jumps. The major part of the jump energy is stored before the jump.",TRUE
The evolution of sweat glands,"Mammals have two kinds of sweat glands, apocrine and eccrine, which provide for thermal cooling. In this paper we describe the distribution and characteristics of these glands in selected mammals, especially primates, and reject the suggested development of the eccrine gland from the apocrine gland during the Tertiary geological period. The evidence strongly suggests that the two glands, depending on the presence or absence of fur, have equal and similar functions among mammals; apocrine glands are not primitive. However, there is a unique and remarkable thermal eccrine system in humans; we suggest that this system evolved in concert with bipedalism and a smooth hairless skin.",TRUE
The eyes of oilbirds (Steatornis caripensis): pushing at the limits of sensitivity,"An extreme example of a low light-level lifestyle among flying birds is provided by the oilbird, Steatornis caripensis (Steatornithidae, Caprimulgiformes). Oilbirds breed and roost in caves, often at sufficient depth that no daylight can penetrate, and forage for fruits at night. Using standard microscopy techniques we investigated the retinal structure of oilbird eyes and used an ophthalmoscopic reflex technique to determine the parameters of these birds' visual fields. The retina is dominated by small rod receptors (diameter 1.3+/-0.2 microm; length 18.6+/-0.6 microm) arranged in a banked structure that is unique among terrestrial vertebrates. This arrangement achieves a photoreceptor density that is the highest so far recorded (approximately 1,000,000 rods mm(-2)) in any vertebrate eye. Cone photoreceptors are, however, present in low numbers. The eye is relatively small (axial length 16.1+/-0.2 mm) with a maximum pupil diameter of 9.0+/-0.0 mm, achieving a light-gathering capacity that is the highest recorded in a bird (f-number approximately 1.07). The binocular field has a maximum width of 38 degrees and extends vertically through 100 degrees with the bill projecting towards the lower periphery; a topography that suggests that vision is not used to control bill position. We propose that oilbird eyes are at one end of the continuum that juxtaposes the conflicting fundamental visual capacities of sensitivity and resolution. Thus, while oilbird visual sensitivity may be close to a maximum, visual resolution must be low. This explains why these birds employ other sensory cues, including olfaction and echolocation, in the control of their behaviour in low-light-level environments.",TRUE
The fine structure of Odonata chromatophores.,"Abstract The appearance, fine structure and pigment composition of the epidermal chromatophores of mature Austrolestes annulosus (Lestidae) are described and compared with the developing chromatophores of teneral Austrolestes and the mature chromatophores of Diphlebia lestoides (Amphipterygidae) and Ischnura heterosticta (Caenagrionidae). Mature chromatophores contain masses of near spherical light-scattering bodies and larger irregularly shaped pigment vesicles. These effect colour change by migrating in opposite directions, through a system of interconnecting granular endoplasmic reticulum tubules. The pigment, a mixture of xanthommatin and dihydroxanthommatin, has a liquid or gelatinous consistency. Developing chromatophores of teneral insects lack light-scattering bodies and well-defined migratory pigment vesicles, but contain irregular masses of pigment of similar chemical composition.",TRUE
The function of resilin in beetle wings,"This account shows the distribution of elastic elements in hind wings in the scarabaeid Pachnoda marginata and coccinellid Coccinella septempunctata (both Coleoptera). Occurrence of resilin, a rubber–like protein, in some mobile joints together with data on wing unfolding and flight kinematics suggest that resilin in the beetle wing has multiple functions. First, the distribution pattern of resilin in the wing correlates with the particular folding pattern of the wing. Second, our data show that resilin occurs at the places where extra elasticity is needed, for example in wing folds, to prevent material damage during repeated folding and unfolding. Third, resilin provides the wing with elasticity in order to be deformable by aerodynamic forces. This may result in elastic energy storage in the wing.",TRUE
The function of terpene natural products in the natural world.,"As the largest class of natural products, terpenes have a variety of roles in mediating antagonistic and beneficial interactions among organisms. They defend many species of plants, animals and microorganisms against predators, pathogens and competitors, and they are involved in conveying messages to conspecifics and mutualists regarding the presence of food, mates and enemies. Despite the diversity of terpenes known, it is striking how phylogenetically distant organisms have come to use similar structures for common purposes. New natural roles undoubtedly remain to be discovered for this large class of compounds, given that such a small percentage of terpenes has been investigated so far.",TRUE
The functional morphology and attachment mechanism of pandarid adhesion pads (Crustacea: Copepoda: Pandaridae),"Abstract The attachment mechanism of pandarid adhesion pads is described from observations of their externally ridged structure and internal construction in three species; Pandarus bicolor Leach, 1816, Dinemoura latifolia (Steenstrup and Lutken, 1861) and Echthrogaleus coleoptratus (Guerin-Meneville, 1837). The host's external skin morphology was also examined, since parasite attachment mechanism and host surface can be considered as components of a single system. The results emphasise the importance of the physical nature of the pad's surface. This is inferred from the compliance of the cuticle and subsurface structure, and the presence of cuticular ridging. The pads probably prevent pandarids from being dislodged by hydrodynamic drag, by increasing overall adhesion. It is proposed that this is achieved in different ways, by two types of adhesion pad identified here, distinguishable by their external structure and location. Type I pads are suggested to remove interfacial water and increase surface contact by one of two contrasting methods. The ridges may act as tyre treads, by channelling water from the contact surface. Alternatively, the channels between ridges may be hydrophobic and behave as dewetting structures, preventing water from entering in the same way that troughs between surface nodules function to produce superhydrophobicity on lotus leaves. Type I adhesion pads are also suggested to aid attachment by hindering the process of peeling, by which they are thought to be removed by hydrodynamic drag. Type II pads are more likely to function as one-way frictional attachments. Both types of pad appear to be attached passively, since they lack muscles inserting into them. The adhesive mechanism of each, which functions most effectively on hard surfaces, may explain why pads are absent or reduced on pandarids which parasitise the softer, unscaled surfaces of hosts. Pandarids predominantly parasitise the skin and fins of fast-swimming sharks. This may be because the scales are characteristically smaller in these species and are more easily encircled by the primary attachment appendages, the maxillipeds. This is thought to be the first published report to reveal frictional attachment structures from the Crustacea, which have convergently evolved in many terrestrial Arthropoda.",TRUE
"The functional morphology of the petioles of the banana, Musa textilis","Bananas are among the largest herbs in the world and their lightweight petioles hold up huge leaves. This study examined how the petioles manage to achieve adequate rigidity to do this, while allowing extensive and reversible reconfiguration in high winds. Morphological and anatomical examination of the petioles and leaves of Musa textilis suggested how these two apparently incompatible abilities are achieved. The hollow U-shaped section of the petiole and the longitudinal strengthening elements in its outer skin give it adequate rigidity, while its ventral curvature help support the leaf without the need for thick lateral veins. These features, however, also allow the petiole to reconfigure by twisting away from the wind, while the leaf can fold away. In addition, two sets of internal structures, longitudinal partitions and transverse stellate parenchyma plates, help prevent dorsoventral flattening, allowing the petiole to flex further away from the wind without buckling. These ideas were tested and verified by a range of mechanical tests. Simple four-point-bending and torsion tests showed that the petioles are indeed far more compliant in torsion than in bending. Axial bending tests and crushing tests showed that petioles could be flexed twice as far and were four times as resistant to dorsoventral flattening when intact than when the internal tissue is removed. The banana petiole, therefore, seems to be an excellent example of natural integrated mechanical design.",TRUE
The geometry of the forisome-sieve element-sieve plate complex in the phloem of Vicia faba L. leaflets.,"Forisomes are contractile protein bodies that appear to control flux rates in the phloem of faboid legumes by reversibly plugging the sieve tubes. Plugging is triggered by Ca(2+) which induces an anisotropic deformation of forisomes, consisting of a longitudinal contraction and a radial expansion. By conventional light microscopy and confocal laser-scanning microscopy, the three-dimensional geometry of the forisome-sieve element-sieve plate complex in intact sieve tubes of leaflets of Vicia faba L. was reconstructed. Forisomes were mostly located close to sieve plates, and occasionally were observed drifting unrestrainedly along the sieve element, suggesting that they might be utilized as internal markers of flow direction. The diameter of forisomes in the resting state correlated with the diameter of their sieve elements, supporting the idea that radial expansion of forisomes is the geometric basis of reversible sieve tube plugging. Comparison of the present results regarding forisome geometry in situ with previously published data on forisome reactivity in vitro makes it questionable, however, whether forisomes are capable of completely sealing sieve tubes in V. faba leaves.",TRUE
The geomicrobiology of gold,"Microorganisms capable of actively solubilizing and precipitating gold appear to play a larger role in the biogeochemical cycling of gold than previously believed. Recent research suggests that bacteria and archaea are involved in every step of the biogeochemical cycle of gold, from the formation of primary mineralization in hydrothermal and deep subsurface systems to its solubilization, dispersion and re-concentration as secondary gold under surface conditions. Enzymatically catalysed precipitation of gold has been observed in thermophilic and hyperthermophilic bacteria and archaea (for example, Thermotoga maritime, Pyrobaculum islandicum), and their activity led to the formation of gold- and silver-bearing sinters in New Zealand's hot spring systems. Sulphate-reducing bacteria (SRB), for example, Desulfovibrio sp., may be involved in the formation of gold-bearing sulphide minerals in deep subsurface environments; over geological timescales this may contribute to the formation of economic deposits. Iron- and sulphur-oxidizing bacteria (for example, Acidothiobacillus ferrooxidans, A. thiooxidans) are known to breakdown gold-hosting sulphide minerals in zones of primary mineralization, and release associated gold in the process. These and other bacteria (for example, actinobacteria) produce thiosulphate, which is known to oxidize gold and form stable, transportable complexes. Other microbial processes, for example, excretion of amino acids and cyanide, may control gold solubilization in auriferous top- and rhizosphere soils. A number of bacteria and archaea are capable of actively catalysing the precipitation of toxic gold(I/III) complexes. Reductive precipitation of these complexes may improve survival rates of bacterial populations that are capable of (1) detoxifying the immediate cell environment by detecting, excreting and reducing gold complexes, possibly using P-type ATPase efflux pumps as well as membrane vesicles (for example, Salmonella enterica, Cupriavidus (Ralstonia) metallidurans, Plectonema boryanum); (2) gaining metabolic energy by utilizing gold-complexing ligands (for example, thiosulphate by A. ferrooxidans) or (3) using gold as metal centre in enzymes (Micrococcus luteus). C. metallidurans containing biofilms were detected on gold grains from two Australian sites, indicating that gold bioaccumulation may lead to gold biomineralization by forming secondary ‘bacterioform’ gold. Formation of secondary octahedral gold crystals from gold(III) chloride solution, was promoted by a cyanobacterium (P. boryanum) via an amorphous gold(I) sulphide intermediate. ‘Bacterioform’ gold and secondary gold crystals are common in quartz pebble conglomerates (QPC), where they are often associated with bituminous organic matter possibly derived from cyanobacteria. This may suggest that cyanobacteria have played a role in the formation of the Witwatersrand QPC, the world's largest gold deposit.",TRUE
The Great Silk Alternative: Multiple Co-Evolution of Web Loss and Sticky Hairs in Spiders,"Spiders are the most important terrestrial predators among arthropods. Their ecological success is reflected by a high biodiversity and the conquest of nearly every terrestrial habitat. Spiders are closely associated with silk, a material, often seen to be responsible for their great ecological success and gaining high attention in life sciences. However, it is often overlooked that more than half of all Recent spider species have abandoned web building or never developed such an adaptation. These species must have found other, more economic solutions for prey capture and retention, compensating the higher energy costs of increased locomotion activity. Here we show that hairy adhesive pads (scopulae) are closely associated with the convergent evolution of a vagrant life style, resulting in highly diversified lineages of at least, equal importance as the derived web building taxa. Previous studies often highlighted the idea that scopulae have the primary function of assisting locomotion, neglecting the fact that only the distal most pads (claw tufts) are suitable for those purposes. The former observations, that scopulae are used in prey capture, are largely overlooked. Our results suggest the scopulae evolved as a substitute for silk in controlling prey and that the claw tufts are, in most cases, a secondary development. Evolutionary trends towards specialized claw tufts and their composition from a low number of enlarged setae to a dense array of slender ones, as well as the secondary loss of those pads are discussed further. Hypotheses about the origin of the adhesive setae and their diversification throughout evolution are provided.",TRUE
"The hummingbird tongue is a fluid trap, not a capillary tube","Hummingbird tongues pick up a liquid, calorie-dense food that cannot be grasped, a physical challenge that has long inspired the study of nectar-transport mechanics. Existing biophysical models predict optimal hummingbird foraging on the basis of equations that assume that fluid rises through the tongue in the same way as through capillary tubes. We demonstrate that the hummingbird tongue does not function like a pair of tiny, static tubes drawing up floral nectar via capillary action. Instead, we show that the tongue tip is a dynamic liquid-trapping device that changes configuration and shape dramatically as it moves in and out of fluids. We also show that the tongue–fluid interactions are identical in both living and dead birds, demonstrating that this mechanism is a function of the tongue structure itself, and therefore highly efficient because no energy expenditure by the bird is required to drive the opening and closing of the trap. Our results rule out previous conclusions from capillarity-based models of nectar feeding and highlight the necessity of developing a new biophysical model for nectar intake in hummingbirds. Our findings have ramifications for the study of feeding mechanics in other nectarivorous birds, and for the understanding of the evolution of nectarivory in general. We propose a conceptual mechanical explanation for this unique fluid-trapping capacity, with far-reaching practical applications (e.g., biomimetics).",TRUE
The Hydraulic Mechanism of the Predatory Strike in Dragonfly Larvae,"1.Aeschna larvae catch prey with a fast-moving elongated labium. The mechanism of this movement was analysed by high-speed cinematographs and by hydrostatic and electrophysiological measurements.2.The strike movement consists of an initial, mid and late phase. The angular acceleration of the joints of the labium is 2·6 × 105 and 7·8 × 105 deg·s−2 during the initial and mid phase respectively. The torque necessary for the acceleration was calculated to be 1·3 × 10−5 and 4·0 × 10−5 N.m for the initial and mid-phases respectively.3.The relation between the pressure applied to the labium and the extension torque at the joints has been established. No torque develops about the postmentum-prementum joint as long as the click of the flexed labium is engaged.4.The power production of the extensor muscles is less than the power output of the mid phase. The power for the mid phase is derived from the internal body pressure developed by the contraction of the abdominal dorsoventral muscles. The required pressure for the mid phase is about 60 cmH2O if the resistance is neglected and 80 cmH2O when the resistance is considered.5.Abdominal dorso-ventral muscles contract 110–500 ms before the onset of the strike and the body pressure of the animal increases to a peak of 40–120 cmH2O at the onset of the strike.6.The geometry of the labial joints gives the primary flexor muscles of the labium a large mechanical advantage over the extensor muscles in the fully flexed labium, and allows the extensor muscles to contract almost isometrically.7.The extensor muscles and the primary flexor muscles co-contract for 75–100 ms before the strike. The strike movement begins when the flexor muscles relax. The stored energy in the extensor system is released suddenly and disengages the click producing the initial phase. Once the click is disengaged the internal pressure produces the large torque to move the labium with great acceleration during the mid phase.",TRUE
The hydrodynamic function of shark skin and two biomimetic applications,"SUMMARY It has long been suspected that the denticles on shark skin reduce hydrodynamic drag during locomotion, and a number of man-made materials have been produced that purport to use shark-skin-like surface roughness to reduce drag during swimming. But no studies to date have tested these claims of drag reduction under dynamic and controlled conditions in which the swimming speed and hydrodynamics of shark skin and skin-like materials can be quantitatively compared with those of controls lacking surface ornamentation or with surfaces in different orientations. We use a flapping foil robotic device that allows accurate determination of the self-propelled swimming (SPS) speed of both rigid and flexible membrane-like foils made of shark skin and two biomimetic models of shark skin to measure locomotor performance. We studied the SPS speed of real shark skin, a silicone riblet material with evenly spaced ridges and a Speedo® ‘shark skin-like’ swimsuit fabric attached to rigid flat-plate foils and when made into flexible membrane-like foils. We found no consistent increase in swimming speed with Speedo® fabric, a 7.2% increase with riblet material, whereas shark skin membranes (but not rigid shark skin plates) showed a mean 12.3% increase in swimming speed compared with the same skin foils after removing the denticles. Deformation of the shark skin membrane is thus crucial to the drag-reducing effect of surface denticles. Digital particle image velocimetry (DPIV) of the flow field surrounding moving shark skin foils shows that skin denticles promote enhanced leading-edge suction, which might have contributed to the observed increase in swimming speed. Shark skin denticles might thus enhance thrust, as well as reduce drag.",TRUE
"The ice worm, Mesenchytraeus solifugus, elevates adenylate levels at low physiological temperature.","The ice worm, Mesenchytraeus solifugus, is among a few metazoan species that survive exclusively in glacier ice/snow. In this study, we demonstrate that ice worm adenylate levels [i.e. adenosine 5'-triphosphate (ATP), ADP and AMP] are maintained at levels well above their mesophilic counterparts, and that their response to temperature change is distinctly opposite, namely, ice worms increase energy levels as temperatures fall. Initially, this response is characterized by a sharp spike in [ATP] and the adenylate energy charge (even at sub-zero temperatures), which is followed by corresponding increases in [ADP] and [AMP] within a few days. These results suggest that ice worms have evolved a compensatory mechanism by which gains in adenylate nucleotides off-set, at least in part, the inherent lethargy and death usually associated with cold temperature.",TRUE
The image-forming mirror in the eye of the scallop,"Fine-tuned for image formation We typically think of eyes as having one or more lenses for focusing incoming light onto a surface such as our retina. However, light can also be focused using arrays of mirrors, as is commonly done in telescopes. A biological example of this is the scallop, which can have up to 200 reflecting eyes that focus light onto two retinas. Palmer et al. find that spatial vision in the scallop is achieved through precise control of the size, shape, and packing density of the tiles of guanine that together make up an image-forming mirror at the back of each of the eyes. Science, this issue p. 1172 The crystal morphology, organization, and three-dimensional shape of the scallop eye mirror are finely controlled for image formation. Scallops possess a visual system comprising up to 200 eyes, each containing a concave mirror rather than a lens to focus light. The hierarchical organization of the multilayered mirror is controlled for image formation, from the component guanine crystals at the nanoscale to the complex three-dimensional morphology at the millimeter level. The layered structure of the mirror is tuned to reflect the wavelengths of light penetrating the scallop’s habitat and is tiled with a mosaic of square guanine crystals, which reduces optical aberrations. The mirror forms images on a double-layered retina used for separately imaging the peripheral and central fields of view. The tiled, off-axis mirror of the scallop eye bears a striking resemblance to the segmented mirrors of reflecting telescopes.",TRUE
The immunogenetics of sexual parasitism,"Reconfiguring an immune response The deep sea is a vast and generally empty environment. Finding a mate can thus be difficult. In response to this situation, one group of deep-sea denizens, the anglerfishes, have evolved a system in which males attach to females, in some cases permanently, through fusion of tissues and connection of circulatory systems. Such attachment greatly challenges the immune systems of the fish. Swann et al. found that these challenges have been met by the evolution of increasingly reduced immune responses among anglerfish species, including the loss of what have been considered essential vertebrate responses. These shifts suggest that vertebrate immune systems may be more flexible over evolutionary time than was previously thought. Science, this issue p. 1608 Anglerfish display altered immune responses to accommodate an unusual male attachment reproductive strategy. Sexual parasitism has evolved as a distinctive mode of reproduction among deep-sea anglerfishes. The permanent attachment of males to host females observed in these species represents a form of anatomical joining, which is otherwise unknown in nature. Pronounced modifications to immune facilities are associated with this reproductive trait. The genomes of species with temporarily attaching males lack functional aicda genes that underpin affinity maturation of antibodies. Permanent attachment is associated with additional alterations, culminating in the loss of functional rag genes in some species, abolishing somatic diversification of antigen receptor genes, the hallmark of canonical adaptive immunity. In anglerfishes, coevolution of innate and adaptive immunity has been disentangled, implying that an alternative form of immunity supported the emergence of this evolutionarily successful group of vertebrates.",TRUE
The Implications of Niche Construction and Ecosystem Engineering for Conservation Biology,"Although strategies to conserve biodiversity (e.g., the establishment of reserves and the management of flagship, umbrella, indicator, and keystone species) are valuable, they entail practical and conceptual difficulties. A focus on niche construction and ecosystem engineering, however, could provide new insights and methods for conservation biology. Many organisms modulate the availability of resources to other species by causing state changes in biotic or abiotic materials (ecosystem engineering), in the process frequently changing the selection to which the ecosystem engineers and other organisms are exposed (niche construction). We describe growing evidence that organisms have significant nontrophic impacts on ecosystem structure, function, and biodiversity, and outline established means of identifying key species involved in niche construction. On the basis of this engineering perspective, we propose a number of measures that could be employed to enhance conservation efforts.",TRUE
The incidence and implications of clouds for cloud forest plant water relations.,"Although clouds are the most recognisable and defining feature of tropical montane cloud forests, little research has focussed on how clouds affect plant functioning. We used satellite and ground-based observations to study cloud and leaf wetting patterns in contrasting tropical montane and pre-montane cloud forests. We then studied the consequences of leaf wetting for the direct uptake of water accumulated on leaf surfaces into the leaves themselves. During the dry season, the montane forest experienced higher precipitation, cloud cover and leaf wetting events of longer duration than the pre-montane forest. Leaf wetting events resulted in foliar water uptake in all species studied. The capacity for foliar water uptake differed significantly between the montane and pre-montane forest plant communities, as well as among species within a forest. Our results indicate that foliar water uptake is common in these forest plants and improves plant water status during the dry season.",TRUE
The influence of fallback foods on great ape tooth enamel.,"Lucas and colleagues recently proposed a model based on fracture and deformation concepts to describe how mammalian tooth enamel may be adapted to the mechanical demands of diet (Lucas et al.: Bioessays 30 2008 374-385). Here we review the applicability of that model by examining existing data on the food mechanical properties and enamel morphology of great apes (Pan, Pongo, and Gorilla). Particular attention is paid to whether the consumption of fallback foods is likely to play a key role in influencing great ape enamel morphology. Our results suggest that this is indeed the case. We also consider the implications of this conclusion on the evolution of the dentition of extinct hominins.",TRUE
The influence of stochastic behavior on the human threshold of hearing,"Abstract The inner hair cells in the cochlea perform the crucial task of transforming mechanical sound signals into electrical activity. The cochlear nerve fibers code this information and convey it to the brain for further processing. This study investigates the performance of the system inner hair cell – primary auditory afferent nerve fibers at the physical limit of the mechano-electrical transduction for the human auditory frequency range. The Brownian motion of the hair cell’s receptive organelle, the hair bundle, does not blunt the sensitivity, but in fact enlarges – especially in frequency regions which are most important for the perception of music and speech – via the mechanism of nonlinear stochastic resonance (SR) the dynamical range of the mechano-electrical transduction by at least one order of magnitude. The coding efficiency of small sinusoidal hair bundle deflections shows basic properties of the human hearing threshold curve for pure tones and corresponds to experimental results of noise-induced tuning curves in mechano-receptors in the rat foot. Furthermore, the model explains how altered coding efficiency contributes to pathological changes in the spiking pattern which arise from morphological changes in the hair bundle structure (e.g., in noise-induced sensorineural hearing loss of cochlear origin).",TRUE
The influence of surface energy on the self-cleaning of insect adhesive devices,"SUMMARY The ability of insects to adhere to surfaces is facilitated by the use of adhesive organs found on the terminal leg segments. These adhesive pads are inherently ‘tacky’ and are expected to be subject to contamination by particulates, leading to loss of function. Here, we investigated the self-cleaning of ants and beetles by comparing the abilities of both hairy and smooth pad forms to self-clean on both high and low energy surfaces after being fouled with microspheres of two sizes and surface energies. We focused on the time taken to regain adhesive potential in unrestrained Hymenopterans (Polyrhachis dives and Myrmica scabrinodis) and Coccinellids (Harmonia axyridis and Adalia bipunctata) fouled with microspheres. We found that the reattainment of adhesion is influenced by particle type and size in Hymenopterans, with an interaction between the surface energy of the contaminating particle and substrate. In Coccinellids, reattainment of adhesion was only influenced by particle size and substrate properties. The adhesive organs of Coccinellids appear to possess superior self-cleaning abilities compared with those of Hymenopterans, although Hymenopterans exhibit better adhesion to both surface types.",TRUE
The insect cuticle and membrane structure.,,TRUE
The insect exoskeleton: A natural structural composite,"Through untold centuries of evolutionary development, the insect exoskeleton has become a highly optimized structure suited to a variety of demanding duties. Microscopic examination of the bessbeetle cuticle indicates that it is a composite consisting of layered plies having fiber orientations that alternate in a dual helicoidal pattern. Further, the geometry and size of the reinforcing fibers varies with the position of the ply. Several interesting structures discovered in the insect exoskeleton may provide fodder for new ideas on composite joining, ply orientation and fiber size and geometry.",TRUE
The Kármán gait: novel body kinematics of rainbow trout swimming in a vortex street,"SUMMARY Most fishes commonly experience unsteady flows and hydrodynamic perturbations during their lifetime. In this study, we provide evidence that rainbow trout Oncorhynchus mykiss voluntarily alter their body kinematics when interacting with vortices present in the environment that are not self-generated. To demonstrate this, we measured axial swimming kinematics in response to changes in known hydrodynamic wake characteristics. We compared trout swimming in the Kármán street behind different diameter cylinders (2.5 and 5 cm) at two flow speeds (2.5 and 4.5 L s-1, where L is total body length) to trout swimming in the free stream and in the cylinder bow wake. Trout swimming behind cylinders adopt a distinctive, previously undescribed pattern of movement in order to hold station, which we term the Kármán gait. During this gait, body amplitudes and curvatures are much larger than those of trout swimming at an equivalent flow velocity in the absence of a cylinder. Tail-beat frequency is not only lower than might be expected for a trout swimming in the reduced flow behind a cylinder, but also matches the vortex shedding frequency of the cylinder. Therefore, in addition to choosing to be in the slower flow velocity offered behind a cylinder (drafting), trout are also altering their body kinematics to synchronize with the shed vortices (tuning), using a mechanism that may not involve propulsive locomotion. This behavior is most distinctive when cylinder diameter is large relative to fish length. While tuning, trout have a longer body wavelength than the prescribed wake wavelength, indicating that only certain regions of the body may need to be oriented in a consistent manner to the oncoming vortices. Our results suggest that fish can capture energy from vortices generated by the environment to maintain station in downstream flow. Interestingly, trout swimming in front of a cylinder display lower tail-beat amplitudes and body wave speeds than trout subjected to any of the other treatments, implying that the bow wake may be the most energetically favorable region for a fish to hold station near a cylinder.",TRUE
The lantern shark's light switch: turning shallow water crypsis into midwater camouflage,"Bioluminescence is a common feature in the permanent darkness of the deep-sea. In fishes, light is emitted by organs containing either photogenic cells (intrinsic photophores), which are under direct nervous control, or symbiotic luminous bacteria (symbiotic photophores), whose light is controlled by secondary means such as mechanical occlusion or physiological suppression. The intrinsic photophores of the lantern shark Etmopterus spinax were recently shown as an exception to this rule since they appear to be under hormonal control. Here, we show that hormones operate what amounts to a unique light switch, by acting on a chromatophore iris, which regulates light emission by pigment translocation. This result strongly suggests that this shark's luminescence control originates from the mechanism for physiological colour change found in shallow water sharks that also involves hormonally controlled chromatophores: the lantern shark would have turned the initial shallow water crypsis mechanism into a midwater luminous camouflage, more efficient in the deep-sea environment.",TRUE
